[25-Aug-2022 12:29:10 UTC] PHP Warning:  PHP Startup: Unable to load dynamic library 'php_imagick.dll' (tried: C:/Users/afpa/AppData/Local/Programs/Local/resources/extraResources/lightning-services/php-7.4.1+18/bin/win64/ext\php_imagick.dll (Le module spécifié est introuvable.), C:/Users/afpa/AppData/Local/Programs/Local/resources/extraResources/lightning-services/php-7.4.1+18/bin/win64/ext\php_php_imagick.dll.dll (Le module spécifié est introuvable.)) in Unknown on line 0
[29-Aug-2022 11:37:03 UTC] PHP   7. do_favicon() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:37:03 UTC] PHP   8. wp_redirect() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\functions.php:1733
[29-Aug-2022 11:37:03 UTC] PHP   9. header() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php:1424
[29-Aug-2022 11:39:20 UTC] PHP Parse error:  syntax error, unexpected '<', expecting end of file in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 51
[29-Aug-2022 11:39:22 UTC] PHP Parse error:  syntax error, unexpected '<', expecting end of file in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 51
[29-Aug-2022 11:39:23 UTC] PHP Parse error:  syntax error, unexpected '<', expecting end of file in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 51
[29-Aug-2022 11:39:23 UTC] PHP Parse error:  syntax error, unexpected '<', expecting end of file in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 51
[29-Aug-2022 11:39:35 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 28
[29-Aug-2022 11:39:35 UTC] PHP Stack trace:
[29-Aug-2022 11:39:35 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:35 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:35 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:39:35 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:35 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:35 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:35 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:35 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:35 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:35 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 29
[29-Aug-2022 11:39:35 UTC] PHP Stack trace:
[29-Aug-2022 11:39:35 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:35 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:35 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:39:35 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:35 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:35 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:35 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:35 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:35 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:35 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 28
[29-Aug-2022 11:39:35 UTC] PHP Stack trace:
[29-Aug-2022 11:39:35 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:0
[29-Aug-2022 11:39:35 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:44
[29-Aug-2022 11:39:35 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:35 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:35 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:35 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:35 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:35 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:35 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 29
[29-Aug-2022 11:39:35 UTC] PHP Stack trace:
[29-Aug-2022 11:39:35 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:0
[29-Aug-2022 11:39:35 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:44
[29-Aug-2022 11:39:35 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:35 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:35 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:35 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:35 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:35 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:36 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 28
[29-Aug-2022 11:39:36 UTC] PHP Stack trace:
[29-Aug-2022 11:39:36 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:36 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:36 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:39:36 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:36 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:36 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:36 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:36 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:36 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:36 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 29
[29-Aug-2022 11:39:36 UTC] PHP Stack trace:
[29-Aug-2022 11:39:36 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:36 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:36 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:39:36 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:39:36 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:39:36 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:39:36 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:36 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:36 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:36 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php:29) in C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php on line 1421
[29-Aug-2022 11:39:36 UTC] PHP Stack trace:
[29-Aug-2022 11:39:36 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:36 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:36 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:19
[29-Aug-2022 11:39:36 UTC] PHP   4. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\template-loader.php:45
[29-Aug-2022 11:39:36 UTC] PHP   5. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:36 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:36 UTC] PHP   7. do_favicon() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:36 UTC] PHP   8. wp_redirect() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\functions.php:1733
[29-Aug-2022 11:39:36 UTC] PHP   9. header() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php:1421
[29-Aug-2022 11:39:36 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php:29) in C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php on line 1424
[29-Aug-2022 11:39:36 UTC] PHP Stack trace:
[29-Aug-2022 11:39:36 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:39:36 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:39:36 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:19
[29-Aug-2022 11:39:36 UTC] PHP   4. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\template-loader.php:45
[29-Aug-2022 11:39:36 UTC] PHP   5. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:39:36 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:39:36 UTC] PHP   7. do_favicon() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:39:36 UTC] PHP   8. wp_redirect() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\functions.php:1733
[29-Aug-2022 11:39:36 UTC] PHP   9. header() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php:1424
[29-Aug-2022 11:40:51 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 31
[29-Aug-2022 11:40:51 UTC] PHP Stack trace:
[29-Aug-2022 11:40:51 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:51 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:51 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:40:51 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:51 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:51 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:51 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:51 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:51 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:51 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 32
[29-Aug-2022 11:40:51 UTC] PHP Stack trace:
[29-Aug-2022 11:40:51 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:51 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:51 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:40:51 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:51 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:51 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:51 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:51 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:51 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:51 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 31
[29-Aug-2022 11:40:51 UTC] PHP Stack trace:
[29-Aug-2022 11:40:51 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:0
[29-Aug-2022 11:40:51 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:44
[29-Aug-2022 11:40:51 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:51 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:51 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:51 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:51 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:51 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:51 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 32
[29-Aug-2022 11:40:51 UTC] PHP Stack trace:
[29-Aug-2022 11:40:51 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:0
[29-Aug-2022 11:40:51 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-cron.php:44
[29-Aug-2022 11:40:51 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:51 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:51 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:51 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:51 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:51 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:52 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 31
[29-Aug-2022 11:40:52 UTC] PHP Stack trace:
[29-Aug-2022 11:40:52 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:52 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:52 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:40:52 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:52 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:52 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:52 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:52 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:52 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:52 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 32
[29-Aug-2022 11:40:52 UTC] PHP Stack trace:
[29-Aug-2022 11:40:52 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:52 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:52 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:13
[29-Aug-2022 11:40:52 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:52 UTC] PHP   5. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:52 UTC] PHP   6. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:52 UTC] PHP   7. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:52 UTC] PHP   8. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:52 UTC] PHP   9. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:52 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php:32) in C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php on line 1421
[29-Aug-2022 11:40:52 UTC] PHP Stack trace:
[29-Aug-2022 11:40:52 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:52 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:52 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:19
[29-Aug-2022 11:40:52 UTC] PHP   4. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\template-loader.php:45
[29-Aug-2022 11:40:52 UTC] PHP   5. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:52 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:52 UTC] PHP   7. do_favicon() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:52 UTC] PHP   8. wp_redirect() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\functions.php:1733
[29-Aug-2022 11:40:52 UTC] PHP   9. header() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php:1421
[29-Aug-2022 11:40:52 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php:32) in C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php on line 1424
[29-Aug-2022 11:40:52 UTC] PHP Stack trace:
[29-Aug-2022 11:40:52 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\index.php:0
[29-Aug-2022 11:40:52 UTC] PHP   2. require() C:\Users\afpa\Local Sites\trident\app\public\index.php:17
[29-Aug-2022 11:40:52 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-blog-header.php:19
[29-Aug-2022 11:40:52 UTC] PHP   4. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\template-loader.php:45
[29-Aug-2022 11:40:52 UTC] PHP   5. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:52 UTC] PHP   6. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:52 UTC] PHP   7. do_favicon() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:52 UTC] PHP   8. wp_redirect() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\functions.php:1733
[29-Aug-2022 11:40:52 UTC] PHP   9. header() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\pluggable.php:1424
[29-Aug-2022 11:40:57 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 31
[29-Aug-2022 11:40:57 UTC] PHP Stack trace:
[29-Aug-2022 11:40:57 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-admin\admin-ajax.php:0
[29-Aug-2022 11:40:57 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-admin\admin-ajax.php:22
[29-Aug-2022 11:40:57 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:57 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:57 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:57 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:57 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:57 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
[29-Aug-2022 11:40:57 UTC] PHP Warning:  Use of undefined constant … - assumed '…' (this will throw an Error in a future version of PHP) in C:\Users\afpa\Local Sites\trident\app\public\wp-content\themes\Anthony_D\functions.php on line 32
[29-Aug-2022 11:40:57 UTC] PHP Stack trace:
[29-Aug-2022 11:40:57 UTC] PHP   1. {main}() C:\Users\afpa\Local Sites\trident\app\public\wp-admin\admin-ajax.php:0
[29-Aug-2022 11:40:57 UTC] PHP   2. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-admin\admin-ajax.php:22
[29-Aug-2022 11:40:57 UTC] PHP   3. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-load.php:50
[29-Aug-2022 11:40:57 UTC] PHP   4. require_once() C:\Users\afpa\Local Sites\trident\app\public\wp-config.php:91
[29-Aug-2022 11:40:57 UTC] PHP   5. do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-settings.php:598
[29-Aug-2022 11:40:57 UTC] PHP   6. WP_Hook->do_action() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\plugin.php:476
[29-Aug-2022 11:40:57 UTC] PHP   7. WP_Hook->apply_filters() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:331
[29-Aug-2022 11:40:57 UTC] PHP   8. capitaine_register_post_types() C:\Users\afpa\Local Sites\trident\app\public\wp-includes\class-wp-hook.php:307
